,pokemon_name,params,ranking,param_name,rate
225,パオジアン,同じチーム,2,カイリュー,-1
226,パオジアン,同じチーム,3,ウーラオス,-1
227,パオジアン,同じチーム,4,サーフゴー,-1
228,パオジアン,同じチーム,5,ヒードラン,-1
229,パオジアン,同じチーム,6,ディンルー,-1
230,パオジアン,同じチーム,7,ランドロス,-1
231,パオジアン,同じチーム,8,テツノツツミ,-1
232,パオジアン,同じチーム,9,サンダー,-1
233,パオジアン,同じチーム,10,ヌメルゴン,-1
234,パオジアン,倒したポケモン,1,ハバタクカミ,-1
235,パオジアン,倒したポケモン,2,パオジアン,-1
236,パオジアン,倒したポケモン,3,カイリュー,-1
237,パオジアン,倒したポケモン,4,ウーラオス,-1
238,パオジアン,倒したポケモン,5,ヒードラン,-1
239,パオジアン,倒したポケモン,6,ディンルー,-1
240,パオジアン,倒したポケモン,7,テツノツツミ,-1
241,パオジアン,倒したポケモン,8,ランドロス,-1
242,パオジアン,倒したポケモン,9,サーフゴー,-1
243,パオジアン,倒したポケモン,10,ガチグマ,-1
244,パオジアン,倒したわざ,1,つららおとし,29.8
245,パオジアン,倒したわざ,2,せいなるつるぎ,15.8
246,パオジアン,倒したわざ,3,ふいうち,14.3
247,パオジアン,倒したわざ,4,テラバースト,13.7
248,パオジアン,倒したわざ,5,かみくだく,11.8
249,パオジアン,倒したわざ,6,こおりのつぶて,9.6
250,パオジアン,倒したわざ,7,じごくづき,2.2
251,パオジアン,倒したわざ,8,ぜったいれいど,1.4
252,パオジアン,倒したわざ,9,アイススピナー,0.9
253,パオジアン,倒したわざ,10,サイコファング,0.3
254,パオジアン,倒されたポケモン,1,ウーラオス,-1
255,パオジアン,倒されたポケモン,2,パオジアン,-1
256,パオジアン,倒されたポケモン,3,カイリュー,-1
257,パオジアン,倒されたポケモン,4,ハバタクカミ,-1
258,パオジアン,倒されたポケモン,5,テツノツツミ,-1
259,パオジアン,倒されたポケモン,6,ヒードラン,-1
260,パオジアン,倒されたポケモン,7,ディンルー,-1
261,パオジアン,倒されたポケモン,8,ガチグマ,-1
262,パオジアン,倒されたポケモン,9,サーフゴー,-1
263,パオジアン,倒されたポケモン,10,ランドロス,-1
264,パオジアン,倒されたわざ,1,ムーンフォース,7.8
265,パオジアン,倒されたわざ,2,しんそく,6.0
266,パオジアン,倒されたわざ,3,じしん,6.0
267,パオジアン,倒されたわざ,4,テラバースト,6.0
268,パオジアン,倒されたわざ,5,すいりゅうれんだ,4.6
269,パオジアン,倒されたわざ,6,アクアジェット,4.1
270,パオジアン,倒されたわざ,7,ドレインパンチ,3.3
